MAG ID	Domain Marker Set	Classification	Domain	Phylum	Class	Order	Family	Genus	Species	Classification Method	Msa Percent	Note
B05_bin.112	bac120	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens_B	ani_screen		classification based on ANI only
B05_bin.113	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter isourolithinifaciens	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens	ani_screen		classification based on ANI only
B05_bin.17	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp900554995	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp900554995	ani_screen		classification based on ANI only
B05_bin.2	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp048377755	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp048377755	ani_screen		classification based on ANI only
B05_bin.33	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	ani_screen		classification based on ANI only
B05_bin.44	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp000752675	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp000752675	ani_screen		classification based on ANI only
B05_bin.45	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Limiplasma	Limiplasma sp900548145	ani_screen		classification based on ANI only
B05_bin.47	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp002404795	ani_screen		classification based on ANI only
B05_bin.48	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900549055	ani_screen		classification based on ANI only
B05_bin.52	bac120	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	Bacteria	Bacillota	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii	ani_screen		classification based on ANI only
B05_bin.57	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella catena	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena	ani_screen		classification based on ANI only
B05_bin.59	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-313	CAG-313	CAG-313 sp003539625	ani_screen		classification based on ANI only
B05_bin.76	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-433;s__CAG-433 sp000433675	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-433	CAG-433 sp000433675	ani_screen		classification based on ANI only
B05_bin.82	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__QALR01 sp900553085	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	QALR01	QALR01 sp900553085	ani_screen		classification based on ANI only
B05_bin.9	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__UMGS902 sp900761025	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	UMGS902	UMGS902 sp900761025	ani_screen		classification based on ANI only
B06_bin.105	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp949297575	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp949297575	ani_screen		classification based on ANI only
B06_bin.108	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	ani_screen		classification based on ANI only
B06_bin.111	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia faecalis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Aphodousia	Aphodousia faecalis	ani_screen		classification based on ANI only
B06_bin.112	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp944325345	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp944325345	ani_screen		classification based on ANI only
B06_bin.15	bac120	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis vadensis	ani_screen		classification based on ANI only
B06_bin.18	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	ani_screen		classification based on ANI only
B06_bin.32	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella		taxonomic classification fully defined by topology	96.37	classification based on placement in class-level tree
B06_bin.47	bac120	d__Bacteria;p__Spirochaetota;c__Brachyspiria;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira aalborgi	Bacteria	Spirochaetota	Brachyspiria	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira aalborgi	ani_screen		classification based on ANI only
B06_bin.51	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	ani_screen		classification based on ANI only
B06_bin.6	bac120	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	CAG-196 sp002102975	ani_screen		classification based on ANI only
B06_bin.60	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Duodenibacillus;s__Duodenibacillus massiliensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Duodenibacillus	Duodenibacillus massiliensis	ani_screen		classification based on ANI only
B06_bin.62	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900552625	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp900552625	ani_screen		classification based on ANI only
B06_bin.7	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	ani_screen		classification based on ANI only
B06_bin.83	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900551355	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900551355	ani_screen		classification based on ANI only
B06_bin.86	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__Huintestinicola butyrica	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Huintestinicola	Huintestinicola butyrica	ani_screen		classification based on ANI only
B06_bin.9	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Duodenibacillus;s__Duodenibacillus intestinigallinarum	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Duodenibacillus	Duodenibacillus intestinigallinarum	ani_screen		classification based on ANI only
B07_bin.25	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__UBA4636 sp900770945	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UBA4636	UBA4636 sp900770945	ani_screen		classification based on ANI only
B07_bin.36	bac120	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp002320515	Bacteria	Bacillota	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp002320515	ani_screen		classification based on ANI only
B07_bin.47	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434915	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434915	ani_screen		classification based on ANI only
B07_bin.51	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035	ani_screen		classification based on ANI only
B07_bin.55	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus ammoniilyticus	ani_screen		classification based on ANI only
B07_bin.9	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp902495325	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UBA10281	UBA10281 sp902495325	ani_screen		classification based on ANI only
B08_bin.39	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sanitatis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sanitatis	ani_screen		classification based on ANI only
B08_bin.47	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	ani_screen		classification based on ANI only
B08_bin.66	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis	ani_screen		classification based on ANI only
B09_bin.106	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas virosa	ani_screen		classification based on ANI only
B09_bin.25	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		taxonomic classification fully defined by topology	86.19	classification based on placement in class-level tree
B09_bin.49	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp000431375	ani_screen		classification based on ANI only
B09_bin.51	bac120	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__HGM16780;s__HGM16780 sp900538765	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	HGM16780	HGM16780 sp900538765	ani_screen		classification based on ANI only
B09_bin.61	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola aceti	ani_screen		classification based on ANI only
B09_bin.93	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp000432375	ani_screen		classification based on ANI only
C01_bin.21	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000434995	ani_screen		classification based on ANI only
C01_bin.25	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902461405	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp902461405	ani_screen		classification based on ANI only
C01_bin.57	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella gallistercoris	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Parasutterella	Parasutterella gallistercoris	ani_screen		classification based on ANI only
C02_bin.12	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_B	ani_screen		classification based on ANI only
C02_bin.32	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_C;s__Coprococcus_C hominis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_C	Coprococcus_C hominis	ani_screen		classification based on ANI only
C02_bin.89	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium mulieris	ani_screen		classification based on ANI only
C03_bin.22	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp001517625	ani_screen		classification based on ANI only
C03_bin.41	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066055	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Pilosibacter	Pilosibacter sp900066055	ani_screen		classification based on ANI only
C03_bin.49	bac120	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	ani_screen		classification based on ANI only
C03_bin.52	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	ani_screen		classification based on ANI only
C04_bin.10	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp004556345	ani_screen		classification based on ANI only
C04_bin.103	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385	ani_screen		classification based on ANI only
C04_bin.18	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp900556915	ani_screen		classification based on ANI only
C04_bin.39	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	ani_screen		classification based on ANI only
C04_bin.63	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas faecihominis	ani_screen		classification based on ANI only
C04_bin.65	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Alangreenwoodia		taxonomic classification fully defined by topology	63.03	classification based on placement in class-level tree
C04_bin.78	ar53	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella intestini	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella intestini	ani_screen		classification based on ANI only
C04_bin.83	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900543975	ani_screen		classification based on ANI only
C05_bin.100	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp934573855	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	Limivicinus sp934573855	ani_screen		classification based on ANI only
C05_bin.102	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__CAG-552;s__CAG-552 sp000435495	Bacteria	Bacillota	Clostridia	Christensenellales	Pumilibacteraceae	CAG-552	CAG-552 sp000435495	ani_screen		classification based on ANI only
C05_bin.117	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium propionicum	ani_screen		classification based on ANI only
C05_bin.122	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus sp000433075	ani_screen		classification based on ANI only
C05_bin.16	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-533;s__CAG-533 sp000434495	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-533	CAG-533 sp000434495	ani_screen		classification based on ANI only
C05_bin.32	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp004553495	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp004553495	ani_screen		classification based on ANI only
C05_bin.33	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-1138;s__CAG-1138 sp000434675	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	CAG-1138	CAG-1138 sp000434675	ani_screen		classification based on ANI only
C05_bin.34	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__CAG-826;s__CAG-826 sp000437235	Bacteria	Bacillota_I	Bacilli_A	RFN20	CAG-826	CAG-826	CAG-826 sp000437235	ani_screen		classification based on ANI only
C05_bin.47	bac120	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp004167605	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp004167605	ani_screen		classification based on ANI only
C05_bin.49	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__CAKSNL01;f__HGM11501;g__HGM11501;s__HGM11501 sp900766735	Bacteria	Bacillota	Clostridia	CAKSNL01	HGM11501	HGM11501	HGM11501 sp900766735	ani_screen		classification based on ANI only
C05_bin.5	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__UMGS27;s__UMGS27 sp900538555	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	UMGS27	UMGS27 sp900538555	ani_screen		classification based on ANI only
C05_bin.60	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A intestinihominis	ani_screen		classification based on ANI only
C05_bin.78	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp003524085	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-628	CAG-628 sp003524085	ani_screen		classification based on ANI only
C05_bin.86	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp000436975	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-1000	CAG-1000 sp000436975	ani_screen		classification based on ANI only
C05_bin.90	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	UBA11512	UBA11512 sp003522145	ani_screen		classification based on ANI only
C06_bin.10	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas butyriciproducens	ani_screen		classification based on ANI only
C06_bin.11	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti	ani_screen		classification based on ANI only
C06_bin.26	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Fimivicinus	Fimivicinus sp900544375	ani_screen		classification based on ANI only
C06_bin.29	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas coprocola	ani_screen		classification based on ANI only
C06_bin.41	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira intestinalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira intestinalis	ani_screen		classification based on ANI only
C07_bin.25	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	ani_screen		classification based on ANI only
C07_bin.38	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000433635	ani_screen		classification based on ANI only
C07_bin.69	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Allofournierella_A;s__Allofournierella_A excrementavium	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Allofournierella_A	Allofournierella_A excrementavium	ani_screen		classification based on ANI only
C07_bin.75	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-314;g__CAG-314;s__CAG-314 sp000437915	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-314	CAG-314	CAG-314 sp000437915	ani_screen		classification based on ANI only
C07_bin.89	bac120	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	ani_screen		classification based on ANI only
