fastANI95_representative	GTDB_representative_classification	GTDB_display_taxon	representative_oxygen_use_class	n_clusters_in_this_oxygen_class	n_analysis_MAG_members	analysis_MAG_members	member_oxygen_use_classes	all_analysis_members_match_representative_trait	class_level_cluster_sum_p_value	class_level_cluster_max_p_value
B08_bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sanitatis	Vescimonas sanitatis	Predicted anaerobe	280	8	B02_bin.11,B03_bin.29,B06_bin.27,B08_bin.39,C01_bin.60,D08_bin.10,E08_bin.57,G05_bin.89	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B08_bin.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	Bacteroides finegoldii	Predicted anaerobe	280	1	B08_bin.47	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B08_bin.66	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	Alistipes communis	Predicted anaerobe	280	22	A01_bin.34,A09_bin.47,B03_bin.45,B05_bin.104,B08_bin.66,C04_bin.87,C05_bin.68,C07_bin.16,C08_bin.40,D03_bin.12,D08_bin.2,E02_bin.7,E08_bin.76,F02_bin.82,F04_bin.51,F08_bin.47,G01_bin.52,G04_bin.17,G05_bin.38,G06_bin.88,H03_bin.37,H07_bin.34	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B09_bin.106	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	Butyricimonas virosa	Predicted anaerobe	280	5	A01_bin.87,B09_bin.106,C07_bin.18,E04_bin.52,H06_bin.79	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B09_bin.25	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Collinsella	Predicted anaerobe	280	1	B09_bin.25	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B09_bin.49	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	Enterocloster sp000431375	Predicted anaerobe	280	1	B09_bin.49	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B09_bin.61	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	Hominimerdicola aceti	Predicted anaerobe	280	16	A01_bin.85,A06_bin.46,B05_bin.85,B08_bin.85,B09_bin.61,D06_bin.61,D07_bin.29,E01_bin.10,E02_bin.75,E06_bin.24,F01_bin.20,F02_bin.88,F04_bin.23,G05_bin.35,G06_bin.44,H07_bin.54	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
B09_bin.93	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	CAG-103 sp000432375	Predicted anaerobe	280	16	B01_bin.56,B02_bin.96,B05_bin.91,B09_bin.93,C01_bin.54,C03_bin.35,C04_bin.93,C07_bin.3,F02_bin.70,F06_bin.19,F07_bin.128,F08_bin.24,G01_bin.68,G06_bin.67,H02_bin.65,H03_bin.87	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C01_bin.21	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	Eubacterium R sp000434995	Predicted anaerobe	280	2	C01_bin.21,C04_bin.64	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C01_bin.25	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902461405	Collinsella sp902461405	Predicted anaerobe	280	1	C01_bin.25	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C01_bin.57	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella gallistercoris	Parasutterella gallistercoris	Predicted anaerobe	280	3	C01_bin.57,E07_bin.30,G02_bin.50	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C02_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	Prevotella copri B	Predicted anaerobe	280	4	B05_bin.25,C02_bin.12,D05_bin.61,E07_bin.22	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C02_bin.32	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_C;s__Coprococcus_C hominis	Coprococcus C hominis	Predicted anaerobe	280	10	A03_bin.31,A06_bin.106,C01_bin.44,C02_bin.32,C06_bin.43,C08_bin.19,F02_bin.78,F06_bin.55,G08_bin.8,H01_bin.25	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C02_bin.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Hominenteromicrobium mulieris	Predicted anaerobe	280	24	A01_bin.6,A07_bin.4,A09_bin.11,B01_bin.53,B02_bin.55,B05_bin.103,B07_bin.5,B08_bin.80,C02_bin.89,C04_bin.100,C05_bin.29,D03_bin.77,D04_bin.40,E01_bin.34,F01_bin.15,F02_bin.19,F04_bin.17,F07_bin.86,G02_bin.64,G07_bin.43,G08_bin.26,H02_bin.58,H06_bin.51,H07_bin.53	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C03_bin.22	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	Enterocloster sp001517625	Predicted anaerobe	280	1	C03_bin.22	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C03_bin.41	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066055	Pilosibacter sp900066055	Predicted anaerobe	280	1	C03_bin.41	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C03_bin.49	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	Bifidobacterium longum	Predicted anaerobe	280	23	A01_bin.17,A02_bin.42,A05_bin.36,C03_bin.49,C07_bin.61,D01_bin.66,D03_bin.57,D05_bin.4,D06_bin.94,D07_bin.73,E02_bin.36,E07_bin.51,F01_bin.12,F03_bin.10,F04_bin.14,F07_bin.34,G01_bin.19,G02_bin.47,G03_bin.10,G04_bin.62,G06_bin.15,G08_bin.51,H07_bin.33	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C03_bin.52	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	Eggerthella lenta	Predicted anaerobe	280	1	C03_bin.52	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C04_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345	Evtepia sp004556345	Predicted anaerobe	280	1	C04_bin.10	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C04_bin.103	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	CAG-177 sp003514385	Predicted anaerobe	280	13	A07_bin.5,B05_bin.3,B06_bin.23,C04_bin.103,F01_bin.33,G04_bin.29,G05_bin.45,G06_bin.91,H01_bin.33,H02_bin.11,H04_bin.10,H05_bin.14,H06_bin.93	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C04_bin.18	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp900556915	Holdemanella sp900556915	Predicted anaerobe	280	3	A07_bin.87,B09_bin.60,C04_bin.18	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C04_bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii	Predicted anaerobe	280	1	C04_bin.39	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C04_bin.63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	Butyricimonas faecihominis	Predicted anaerobe	280	1	C04_bin.63	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C04_bin.78	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella intestini	Methanocatella intestini	Predicted anaerobe	280	1	C04_bin.78	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C05_bin.117	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	Gallintestinimicrobium propionicum	Predicted anaerobe	280	20	A03_bin.28,A06_bin.47,A07_bin.90,B03_bin.22,B06_bin.59,C04_bin.50,C05_bin.117,C08_bin.16,D01_bin.38,D02_bin.20,D03_bin.50,D05_bin.67,D06_bin.59,D07_bin.3,D08_bin.17,E01_bin.45,F01_bin.49,F02_bin.35,F05_bin.24,G04_bin.66	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C05_bin.49	d__Bacteria;p__Bacillota;c__Clostridia;o__CAKSNL01;f__HGM11501;g__HGM11501;s__HGM11501 sp900766735	HGM11501 sp900766735	Predicted anaerobe	280	1	C05_bin.49	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C05_bin.60	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis	Blautia A intestinihominis	Predicted anaerobe	280	1	C05_bin.60	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C05_bin.90	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145	UBA11512 sp003522145	Predicted anaerobe	280	2	C05_bin.90,G04_bin.38	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C06_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens	Intestinimonas butyriciproducens	Predicted anaerobe	280	1	C06_bin.10	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C06_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	Anthropogastromicrobium aceti	Predicted anaerobe	280	9	A03_bin.75,C06_bin.11,D05_bin.33,D06_bin.12,D07_bin.24,E02_bin.8,E07_bin.81,F07_bin.131,G04_bin.6	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C06_bin.29	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	Vescimonas coprocola	Predicted anaerobe	280	6	B07_bin.89,C06_bin.29,C07_bin.71,E03_bin.17,H04_bin.19,H07_bin.44	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C06_bin.41	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira intestinalis	Lachnospira intestinalis	Predicted anaerobe	280	2	C06_bin.41,F07_bin.27	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C07_bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	Anaerobutyricum hallii	Predicted anaerobe	280	11	A02_bin.25,A05_bin.113,C05_bin.51,C07_bin.25,D01_bin.40,D02_bin.7,D04_bin.28,D05_bin.64,F07_bin.18,G04_bin.77,H04_bin.6	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C07_bin.38	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	Ruminococcus C sp000433635	Predicted anaerobe	280	4	B06_bin.34,B09_bin.10,C07_bin.38,G07_bin.31	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C07_bin.69	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Allofournierella_A;s__Allofournierella_A excrementavium	Allofournierella A excrementavium	Predicted anaerobe	280	1	C07_bin.69	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C07_bin.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-314;g__CAG-314;s__CAG-314 sp000437915	CAG-314 sp000437915	Predicted anaerobe	280	8	B01_bin.55,B03_bin.74,B08_bin.29,C07_bin.75,F07_bin.127,G08_bin.57,H03_bin.21,H06_bin.88	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C07_bin.89	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bilophila wadsworthia	Predicted anaerobe	280	23	A02_bin.20,A04_bin.38,A07_bin.31,A08_bin.32,B01_bin.43,B07_bin.16,B08_bin.11,B09_bin.57,C06_bin.30,C07_bin.89,C08_bin.74,D03_bin.18,D04_bin.44,D07_bin.49,E03_bin.3,F03_bin.25,F06_bin.72,G02_bin.60,G03_bin.63,G06_bin.57,G07_bin.99,G08_bin.39,H04_bin.49	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.14	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp003150575	Scatosoma sp003150575	Predicted anaerobe	280	2	B06_bin.73,C08_bin.14	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.27	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900548615	Vescimonas sp900548615	Predicted anaerobe	280	1	C08_bin.27	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium butyricigenerans	Faecalibacterium butyricigenerans	Predicted anaerobe	280	5	A06_bin.67,B04_bin.15,C03_bin.13,C08_bin.28,F03_bin.14	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.48	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	COE1 sp001916965	Predicted anaerobe	280	2	C08_bin.48,D08_bin.103	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.52	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium intestinale	Faecalibacterium intestinale	Predicted anaerobe	280	1	C08_bin.52	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.68	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	Paraprevotella clara	Predicted anaerobe	280	9	A03_bin.66,A04_bin.76,A08_bin.14,C02_bin.33,C08_bin.68,G01_bin.70,G06_bin.25,G07_bin.52,H05_bin.46	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	Phocaeicola plebeius A	Predicted anaerobe	280	1	D03_bin.86	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
C08_bin.86	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	Phascolarctobacterium faecium	Predicted anaerobe	280	6	A06_bin.44,C08_bin.86,D04_bin.48,E03_bin.59,F06_bin.32,H04_bin.11	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D01_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	Ventricola sp900542445	Predicted anaerobe	280	1	D01_bin.11	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D01_bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus	Predicted anaerobe	280	6	A06_bin.60,A07_bin.52,B06_bin.48,C03_bin.10,D01_bin.23,D07_bin.38	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D01_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	Bacteroides faecis	Predicted anaerobe	280	2	A09_bin.9,D01_bin.28	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D01_bin.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Agathobaculum butyriciproducens	Predicted anaerobe	280	8	A03_bin.77,B02_bin.57,B05_bin.78,C01_bin.46,D01_bin.36,D05_bin.46,D06_bin.1,E07_bin.24	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D01_bin.64	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteroides uniformis	Predicted anaerobe	280	32	A02_bin.27,A03_bin.20,A06_bin.27,B02_bin.43,B04_bin.17,B05_bin.27,B06_bin.76,B08_bin.76,C02_bin.31,C03_bin.24,D01_bin.64,D02_bin.33,D03_bin.40,D05_bin.104,D06_bin.4,D07_bin.51,D08_bin.101,E01_bin.83,E07_bin.18,F03_bin.15,F06_bin.91,F08_bin.97,G01_bin.46,G02_bin.57,G04_bin.78,G05_bin.75,G06_bin.83,G07_bin.74,H01_bin.105,H03_bin.24,H04_bin.70,H05_bin.62	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D01_bin.67	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215825	Collinsella sp905215825	Predicted anaerobe	280	27	A02_bin.80,A04_bin.3,A07_bin.89,A09_bin.39,B01_bin.15,B02_bin.49,B08_bin.83,C05_bin.52,D01_bin.67,D03_bin.89,D04_bin.7,E01_bin.68,E03_bin.71,E07_bin.44,F02_bin.34,F04_bin.7,F06_bin.35,F07_bin.59,F08_bin.40,G02_bin.63,G04_bin.45,G05_bin.97,G06_bin.90,G08_bin.15,H03_bin.68,H06_bin.15,H08_bin.44	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D02_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	Phocaeicola vulgatus	Predicted anaerobe	280	14	B02_bin.6,B04_bin.80,B08_bin.90,B09_bin.76,C02_bin.39,D01_bin.47,D02_bin.11,F01_bin.19,F03_bin.42,F06_bin.86,F08_bin.71,H02_bin.76,H07_bin.24,H08_bin.10	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D02_bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens faecihominis	Limivivens faecihominis	Predicted anaerobe	280	1	D02_bin.28	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D02_bin.53	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia	Senegalimassilia anaerobia	Predicted anaerobe	280	2	D02_bin.53,G04_bin.44	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D03_bin.27	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-288;g__CAG-288;s__CAG-288 sp000437395	CAG-288 sp000437395	Predicted anaerobe	280	2	D03_bin.27,H07_bin.3	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D03_bin.84	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	Bifidobacterium catenulatum	Predicted anaerobe	280	3	B08_bin.38,D03_bin.84,H05_bin.44	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D04_bin.18	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A amylophila	Dorea A amylophila	Predicted anaerobe	280	1	D04_bin.18	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D04_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	Flavonifractor plautii	Predicted anaerobe	280	3	A01_bin.93,B04_bin.79,D04_bin.5	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900545405	Scatomorpha sp900545405	Predicted anaerobe	280	3	D05_bin.12,D06_bin.55,G08_bin.36	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	Coprobacter fastidiosus	Predicted anaerobe	280	8	A04_bin.81,B03_bin.11,B05_bin.26,B09_bin.75,D05_bin.15,E04_bin.5,F02_bin.51,G04_bin.58	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Allocoprococcus;s__Allocoprococcus comes	Allocoprococcus comes	Predicted anaerobe	280	1	D05_bin.39	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.66	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	Faecalibacillus faecis	Predicted anaerobe	280	1	D05_bin.66	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.72	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia sp905206455	Alangreenwoodia sp905206455	Predicted anaerobe	280	1	D05_bin.72	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.78	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma merdipullorum	Limiplasma merdipullorum	Predicted anaerobe	280	5	D05_bin.78,D06_bin.42,F04_bin.34,G06_bin.16,G08_bin.46	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D05_bin.84	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	Negativibacillus sp000435195	Predicted anaerobe	280	1	D05_bin.84	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D06_bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	CAG-115 sp003531585	Predicted anaerobe	280	12	B06_bin.102,B08_bin.9,C01_bin.72,C04_bin.12,C05_bin.19,D06_bin.25,D07_bin.46,E02_bin.47,F05_bin.3,F07_bin.36,G04_bin.97,H03_bin.80	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D06_bin.38	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000435995	Faecousia sp000435995	Predicted anaerobe	280	1	D06_bin.38	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D06_bin.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha intestinigallinarum	Scatomorpha intestinigallinarum	Predicted anaerobe	280	1	D06_bin.58	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D06_bin.80	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	SFEL01 sp004557245	Predicted anaerobe	280	9	A05_bin.50,B01_bin.44,B03_bin.27,C07_bin.64,D06_bin.80,G05_bin.72,G08_bin.58,H03_bin.33,H06_bin.24	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D06_bin.95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp958409415	Anaerotardibacter sp958409415	Predicted anaerobe	280	2	D06_bin.95,G02_bin.66	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D07_bin.25	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia rubneri	Adlercreutzia rubneri	Predicted anaerobe	280	12	A01_bin.83,A03_bin.30,A07_bin.20,C01_bin.51,C07_bin.63,D01_bin.16,D04_bin.26,D05_bin.53,D07_bin.25,E03_bin.50,G03_bin.48,G06_bin.36	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D07_bin.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus faecipullorum	Negativibacillus faecipullorum	Predicted anaerobe	280	1	D07_bin.58	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
D07_bin.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	Blautia A fusiformis	Predicted anaerobe	280	5	A01_bin.61,C03_bin.1,D04_bin.38,D07_bin.75,H04_bin.36	Predicted anaerobe	TRUE	0.9824559525111343	0.3519006719157689
