Source	Feature	Match Level	Feature Species Key	Feature Genus Key	Feature Family Key	Claim Allowed	Interpretation
Ronneby_MAG_GTDB_taxonomy	D01_bin.44	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D01_bin.53	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D02_bin.20	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D02_bin.28	family	limivivens_faecihominis	limivivens	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D02_bin.45	family	otoolea_fessa	otoolea	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D02_bin.63	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D02_bin.7	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D03_bin.50	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D03_bin.88	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D04_bin.18	family	dorea_a_amylophila	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D04_bin.28	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D04_bin.38	family	blautia_a_fusiformis	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D05_bin.30	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D05_bin.33	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D05_bin.39	family	allocoprococcus_comes	allocoprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D05_bin.64	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D05_bin.67	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D05_bin.97	family	dorea_a_longicatena	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D06_bin.12	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D06_bin.47	family	acetatifactor_intestinalis	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D06_bin.59	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.2	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.24	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.3	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.37	family	mediterraneibacter_faecigallinarum	mediterraneibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.38	family	anaerostipes_hadrus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.63	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D07_bin.75	family	blautia_a_fusiformis	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D08_bin.103	family	coe1_sp001916965	coe1	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D08_bin.17	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D08_bin.37	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D08_bin.46	family	eshraghiella_crossota	eshraghiella	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	D08_bin.5	family	lachnospira_eligens_a	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E01_bin.104	family	porphyromonas_sp900539765	porphyromonas	porphyromonadaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E01_bin.12	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E01_bin.16	family	cag_194_sp000432915	cag-194	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E01_bin.44	family	roseburia_c_amylophila	roseburia_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E01_bin.45	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E01_bin.74	family	eubacterium_f_sp934316845	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E02_bin.1	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E02_bin.22	family	acetatifactor_intestinalis	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E02_bin.38	family	butyribacter_sp003529475	butyribacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E02_bin.40	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E02_bin.62	family	coprococcus_ammoniilyticus	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E02_bin.8	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E03_bin.18	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E03_bin.20	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E03_bin.35	family	pilosibacter_fragilis	pilosibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E04_bin.10	family	maccoyibacter_intestinihominis	maccoyibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E04_bin.38	family	blautia_a_faecis	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E06_bin.55	family	mediterraneibacter_gnavus	mediterraneibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E06_bin.56	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E06_bin.63	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E06_bin.78	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E07_bin.46	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E07_bin.65	family	otoolea_fessa	otoolea	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E07_bin.81	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E08_bin.47	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E08_bin.51	family	lachnospira_eligens_a	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	E08_bin.6	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F01_bin.28	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F01_bin.49	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F01_bin.56	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.2	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.22	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.35	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.50	family	dorea_a_longicatena	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.65	family	blautia_a_sp900066335	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.74	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.78	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F02_bin.80	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F03_bin.1	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F03_bin.12	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F03_bin.40	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F04_bin.21	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F04_bin.40	family	blautia_a_obeum	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F04_bin.52	family	eisenbergiella_sp900555195	eisenbergiella	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F05_bin.14	family	mediterraneibacter_lactaris	mediterraneibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F05_bin.24	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F05_bin.41	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F05_bin.49	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F06_bin.14	family	blautia_a_sp900066335	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F06_bin.27	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F06_bin.55	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F06_bin.67	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F06_bin.81	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F06_bin.83	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.103	family	butyribacter_sp003529475	butyribacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.131	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.132	family	acetatifactor_intestinalis	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.18	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.25	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.27	family	lachnospira_intestinalis	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.42	family	lachnospira_eligens_a	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.74	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F07_bin.87	family	otoolea_fessa	otoolea	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F08_bin.27	family	suilimivivens_sp000438155	suilimivivens	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F08_bin.34	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	F08_bin.55	family	blautia_a_wexlerae	blautia_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G01_bin.70	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G01_bin.78	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G01_bin.80	family	suilimivivens_sp000438155	suilimivivens	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G03_bin.109	family	eubacterium_f_sp003491505	eubacterium_f	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G03_bin.33	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.11	family	eshraghiella_crossota	eshraghiella	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.42	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.49	family	lachnospira_rogosae	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.50	family	butyribacter_sp003529475	butyribacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.6	family	anthropogastromicrobium_aceti	anthropogastromicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.66	family	gallintestinimicrobium_propionicum	gallintestinimicrobium	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G04_bin.77	family	anaerobutyricum_hallii	anaerobutyricum	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G05_bin.15	family	maccoyibacter_intestinihominis	maccoyibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G05_bin.28	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G05_bin.42	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G06_bin.21	family	hominisplanchenecus_faecis	hominisplanchenecus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G06_bin.25	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G06_bin.32	family	dorea_a_longicatena	dorea_a	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G06_bin.82	family	anaerostipes_amylophilus	anaerostipes	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G06_bin.95	family	fusicatenibacter_saccharivorans	fusicatenibacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G06_bin.99	family	coprococcus_ammoniilyticus	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G07_bin.2	family	coprococcus_aceti	coprococcus	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G07_bin.52	family	paraprevotella_clara	paraprevotella	bacteroidaceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G07_bin.92	family	acetatifactor_acetigignens	acetatifactor	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G08_bin.19	family	butyribacter_sp003529475	butyribacter	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G08_bin.6	family	lachnospira_eligens_a	lachnospira	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
Ronneby_MAG_GTDB_taxonomy	G08_bin.8	family	coprococcus_c_hominis	coprococcus_c	lachnospiraceae	only_genus_or_family_overlap_allowed	overlap_with_experimental_bioaccumulation_reference_not_mechanistic_validation
