MAG ID	Cluster ID	Cluster Size	Representative MAG ID	Is Representative	Quality Score	Completeness	Contamination	N50 Contigs	Contigs	Genome Size Bp
A09_bin.36	ANI95_cluster_00053	18	A09_bin.36	True	98.37812	98.66	0.13	38752	194	2998615
B06_bin.103	ANI95_cluster_00053	18	A09_bin.36	False	65.42458	83.11	3.58	22658	120	1756727
B07_bin.31	ANI95_cluster_00053	18	A09_bin.36	False	90.4806	93.29	0.67	54800	74	2271186
C08_bin.33	ANI95_cluster_00053	18	A09_bin.36	False	71.66918	96.31	4.96	18458	254	2871119
D03_bin.15	ANI95_cluster_00053	18	A09_bin.36	False	57.45518	90.44	6.6	5618	410	1844131
E01_bin.57	ANI95_cluster_00053	18	A09_bin.36	False	61.74674	86.33	4.92	5464	379	1721103
E04_bin.47	ANI95_cluster_00053	18	A09_bin.36	False	91.48849	94.52	0.67	33049	120	2239361
F03_bin.23	ANI95_cluster_00053	18	A09_bin.36	False	67.77905	89.57	4.47	56615	71	2198456
F05_bin.40	ANI95_cluster_00053	18	A09_bin.36	False	75.28273	94.52	3.86	9973	370	2425961
F08_bin.43	ANI95_cluster_00053	18	A09_bin.36	False	71.70737	89.82	3.77	74427	69	2311806
G01_bin.53	ANI95_cluster_00053	18	A09_bin.36	False	85.99709	95.64	2.01	41819	111	2573060
G06_bin.18	ANI95_cluster_00053	18	A09_bin.36	False	58.67471	93.34	6.94	7511	404	2450503
H01_bin.10	ANI95_cluster_00053	18	A09_bin.36	False	51.67992	86.45	6.96	6802	381	2002665
H06_bin.13	ANI95_cluster_00053	18	A09_bin.36	False	60.66132	92.59	6.4	10402	327	2278539
A09_bin.58	ANI95_cluster_00054	1	A09_bin.58	True	96.22573	97.16	0.71	261783	21	2039035
A01_bin.14	ANI95_cluster_00055	5	A09_bin.62	False	88.62241	97.28	1.86	65111	87	3224326
A09_bin.62	ANI95_cluster_00055	5	A09_bin.62	True	96.28193	95.92	0.0	37493	130	3071443
C07_bin.52	ANI95_cluster_00055	5	A09_bin.62	False	91.85367	94.9	0.68	36907	154	3109143
G08_bin.33	ANI95_cluster_00055	5	A09_bin.62	False	57.08921	87.15	6.01	5251	633	2737240
H05_bin.19	ANI95_cluster_00055	5	A09_bin.62	False	62.76417	82.04	3.85	3967	655	2299298
A01_bin.16	ANI95_cluster_00056	3	B01_bin.20	False	61.468	96.95	7.45	177100	30	2678953
B01_bin.20	ANI95_cluster_00056	3	B01_bin.20	True	91.33409	94.81	0.72	14729	232	2343862
C01_bin.9	ANI95_cluster_00056	3	B01_bin.20	False	50.91196	85.3	7.21	166516	32	2509445
B01_bin.49	ANI95_cluster_00057	2	B01_bin.49	True	70.33881	92.62	4.52	33371	149	3035378
G08_bin.14	ANI95_cluster_00057	2	B01_bin.49	False	65.58176	89.6	4.87	34526	135	2923473
B01_bin.63	ANI95_cluster_00058	1	B01_bin.63	True	94.47349	97.55	0.81	97579	23	1493821
B01_bin.66	ANI95_cluster_00059	1	B01_bin.66	True	81.33858	89.28	1.61	13118	226	1953435
B01_bin.68	ANI95_cluster_00060	4	B01_bin.68	True	97.74075	98.92	0.27	18515	144	1887964
C05_bin.92	ANI95_cluster_00060	4	B01_bin.68	False	95.32113	99.19	0.81	19553	144	1804516
G01_bin.24	ANI95_cluster_00060	4	B01_bin.68	False	89.41855	96.77	1.56	45465	61	1780351
H04_bin.30	ANI95_cluster_00060	4	B01_bin.68	False	93.93277	98.39	0.92	15947	167	1749346
A04_bin.21	ANI95_cluster_00061	26	B01_bin.9	False	93.46209	97.96	1.36	230429	22	2727007
A06_bin.42	ANI95_cluster_00061	26	B01_bin.9	False	92.6401	96.6	0.85	30310	130	2661631
A08_bin.37	ANI95_cluster_00061	26	B01_bin.9	False	99.83368	97.96	0.0	187548	18	2626070
B01_bin.9	ANI95_cluster_00061	26	B01_bin.9	True	102.48874	97.96	0.0	453114	24	2745535
B02_bin.101	ANI95_cluster_00061	26	B01_bin.9	False	94.29248	92.52	0.0	177558	31	2681841
B06_bin.110	ANI95_cluster_00061	26	B01_bin.9	False	86.7934	91.95	1.06	16560	222	2465531
C04_bin.51	ANI95_cluster_00061	26	B01_bin.9	False	85.79947	93.2	1.5	12527	258	2476198
C07_bin.83	ANI95_cluster_00061	26	B01_bin.9	False	99.73956	97.96	0.0	178196	24	2677756
D01_bin.24	ANI95_cluster_00061	26	B01_bin.9	False	99.87555	97.96	0.0	191815	26	2800510
D03_bin.66	ANI95_cluster_00061	26	B01_bin.9	False	99.86819	97.96	0.0	191099	28	2764986
D05_bin.19	ANI95_cluster_00061	26	B01_bin.9	False	98.57704	97.28	0.0	129974	27	2592602
E02_bin.61	ANI95_cluster_00061	26	B01_bin.9	False	94.43574	96.6	0.68	123834	26	2669002
E04_bin.41	ANI95_cluster_00061	26	B01_bin.9	False	100.51269	97.96	0.0	255459	19	2671498
E08_bin.33	ANI95_cluster_00061	26	B01_bin.9	False	95.63053	97.28	0.68	175273	22	2671151
F03_bin.11	ANI95_cluster_00061	26	B01_bin.9	False	99.05484	97.96	0.0	109844	36	2706985
F08_bin.81	ANI95_cluster_00061	26	B01_bin.9	False	94.36291	96.6	0.68	116611	32	2648045
G02_bin.32	ANI95_cluster_00061	26	B01_bin.9	False	93.79574	97.96	1.36	263794	22	2819487
G03_bin.12	ANI95_cluster_00061	26	B01_bin.9	False	93.68653	93.2	0.0	49533	88	2448492
G04_bin.28	ANI95_cluster_00061	26	B01_bin.9	False	101.11987	97.96	0.0	316187	20	2746775
G05_bin.12	ANI95_cluster_00061	26	B01_bin.9	False	97.08355	95.92	0.0	116615	26	2603675
G06_bin.19	ANI95_cluster_00061	26	B01_bin.9	False	99.92469	97.96	0.0	196679	21	2698048
G07_bin.1	ANI95_cluster_00061	26	B01_bin.9	False	99.58509	97.96	0.0	162769	26	2624207
G08_bin.16	ANI95_cluster_00061	26	B01_bin.9	False	100.2182	97.96	0.0	226030	21	2731116
H04_bin.60	ANI95_cluster_00061	26	B01_bin.9	False	98.91752	97.96	0.68	435982	23	2769927
H06_bin.5	ANI95_cluster_00061	26	B01_bin.9	False	94.10264	96.6	0.68	90684	42	2572216
H08_bin.11	ANI95_cluster_00061	26	B01_bin.9	False	97.36321	97.16	0.0	22071	175	2532675
B02_bin.18	ANI95_cluster_00062	1	B02_bin.18	True	89.95902	97.12	1.57	69512	61	2383256
B02_bin.24	ANI95_cluster_00063	3	B02_bin.24	True	90.38048	96.37	1.48	141458	41	2694726
B03_bin.34	ANI95_cluster_00063	3	B02_bin.24	False	81.44134	91.53	2.28	131534	40	2569974
F05_bin.38	ANI95_cluster_00063	3	B02_bin.24	False	86.99843	92.34	1.1	17993	215	2519021
B02_bin.26	ANI95_cluster_00064	1	B02_bin.26	True	85.70861	97.22	2.4	49561	70	2349596
B02_bin.40	ANI95_cluster_00065	1	B02_bin.40	True	75.14213	93.59	3.87	90773	56	2598353
A04_bin.36	ANI95_cluster_00066	9	B02_bin.41	False	83.0565	86.55	0.81	56320	67	2287790
B02_bin.41	ANI95_cluster_00066	9	B02_bin.41	True	93.0446	94.15	0.29	35970	151	2828600
C01_bin.34	ANI95_cluster_00066	9	B02_bin.41	False	73.97255	82.46	1.75	27485	123	2141022
C06_bin.46	ANI95_cluster_00066	9	B02_bin.41	False	76.56544	89.24	2.62	43654	111	2361599
D05_bin.97	ANI95_cluster_00066	9	B02_bin.41	False	73.13743	82.57	1.96	37873	113	2327788
F02_bin.50	ANI95_cluster_00066	9	B02_bin.41	False	62.45307	85.3	4.58	9177	387	2370103
G06_bin.32	ANI95_cluster_00066	9	B02_bin.41	False	43.10743	86.07	8.67	40133	139	2884446
H04_bin.74	ANI95_cluster_00066	9	B02_bin.41	False	85.35187	85.38	0.23	112577	39	2061944
H08_bin.28	ANI95_cluster_00066	9	B02_bin.41	False	83.63613	95.92	2.48	14723	311	2756434
B02_bin.56	ANI95_cluster_00067	1	B02_bin.56	True	87.91947	93.07	1.1	36387	144	3367587
B02_bin.68	ANI95_cluster_00068	1	B02_bin.68	True	92.75255	89.1	0.0	365345	9	1765986
B02_bin.70	ANI95_cluster_00069	1	B02_bin.70	True	92.5246	95.54	0.62	11700	324	2526139
B02_bin.73	ANI95_cluster_00070	1	B02_bin.73	True	81.66378	81.03	0.0	64138	76	3267526
B02_bin.75	ANI95_cluster_00071	1	B02_bin.75	True	89.70165	92.03	0.48	10145	298	2098271
B02_bin.77	ANI95_cluster_00072	1	B02_bin.77	True	79.90529	97.47	3.8	143769	24	1818473
B02_bin.97	ANI95_cluster_00073	1	B02_bin.97	True	81.15725	84.82	0.74	6995	327	1739002
B02_bin.99	ANI95_cluster_00074	1	B02_bin.99	True	88.94108	90.83	0.67	146258	15	1632116
B03_bin.12	ANI95_cluster_00075	1	B03_bin.12	True	102.92273	98.87	0.0	405433	16	3052110
B03_bin.36	ANI95_cluster_00076	1	B03_bin.36	True	88.36022	98.29	2.01	13952	193	1812433
B03_bin.49	ANI95_cluster_00077	2	B03_bin.49	True	77.77657	83.22	1.34	125847	19	1671653
G05_bin.40	ANI95_cluster_00077	2	B03_bin.49	False	70.90123	80.38	1.9	5453	333	1499659
B03_bin.54	ANI95_cluster_00078	2	B03_bin.54	True	80.36863	91.67	2.27	8733	387	2376719
H03_bin.57	ANI95_cluster_00078	2	B03_bin.54	False	76.44463	88.16	2.35	7553	409	2201872
B03_bin.63	ANI95_cluster_00079	1	B03_bin.63	True	63.32743	97.36	6.85	23713	197	2844493
A07_bin.44	ANI95_cluster_00080	6	B03_bin.77	False	62.56414	88.0	5.1	9384	297	2074438
B03_bin.77	ANI95_cluster_00080	6	B03_bin.77	True	82.90032	90.41	1.53	15902	187	2062905
B08_bin.46	ANI95_cluster_00080	6	B03_bin.77	False	53.05797	93.31	8.13	40897	110	2305333
E08_bin.61	ANI95_cluster_00080	6	B03_bin.77	False	48.39379	92.08	8.79	27699	132	2284976
F02_bin.56	ANI95_cluster_00080	6	B03_bin.77	False	47.47528	93.27	9.19	17638	211	2355858
G03_bin.111	ANI95_cluster_00080	6	B03_bin.77	False	40.87558	85.15	8.93	38528	97	2170094
B03_bin.9	ANI95_cluster_00081	1	B03_bin.9	True	92.55217	96.6	1.04	115557	34	2994017
B04_bin.13	ANI95_cluster_00082	1	B04_bin.13	True	70.26356	93.31	4.65	21676	132	2132011
A01_bin.40	ANI95_cluster_00083	36	B04_bin.18	False	91.96916	95.73	0.96	104266	35	2772923
A03_bin.18	ANI95_cluster_00083	36	B04_bin.18	False	94.04847	95.77	0.58	118237	39	2965784
A04_bin.63	ANI95_cluster_00083	36	B04_bin.18	False	70.13561	87.82	3.85	156811	25	2705916
A05_bin.96	ANI95_cluster_00083	36	B04_bin.18	False	97.87605	97.68	0.48	259885	28	3282716
A06_bin.43	ANI95_cluster_00083	36	B04_bin.18	False	74.2955	81.19	1.44	31610	106	2233027
A07_bin.3	ANI95_cluster_00083	36	B04_bin.18	False	86.474	97.55	2.43	107820	42	2901294
A08_bin.10	ANI95_cluster_00083	36	B04_bin.18	False	72.237	95.03	4.62	32530	183	3146499
A09_bin.31	ANI95_cluster_00083	36	B04_bin.18	False	79.09823	88.33	1.92	38053	123	2656536
B01_bin.27	ANI95_cluster_00083	36	B04_bin.18	False	73.50627	94.71	4.38	70387	76	3158742
B04_bin.18	ANI95_cluster_00083	36	B04_bin.18	True	99.55005	99.28	0.48	267185	18	3395547
B05_bin.23	ANI95_cluster_00083	36	B04_bin.18	False	81.76315	85.67	0.99	104785	47	2638778
B09_bin.102	ANI95_cluster_00083	36	B04_bin.18	False	72.72907	90.74	3.63	16427	252	2654380
C07_bin.15	ANI95_cluster_00083	36	B04_bin.18	False	92.4523	93.73	0.48	112550	32	2529174
D02_bin.9	ANI95_cluster_00083	36	B04_bin.18	False	87.99592	94.9	1.44	30822	123	2779408
D03_bin.53	ANI95_cluster_00083	36	B04_bin.18	False	59.21447	84.64	5.17	43457	101	2621621
D05_bin.36	ANI95_cluster_00083	36	B04_bin.18	False	87.51845	92.53	1.12	59495	65	2646287
D06_bin.26	ANI95_cluster_00083	36	B04_bin.18	False	95.16407	95.98	0.48	158697	29	3176963
D08_bin.60	ANI95_cluster_00083	36	B04_bin.18	False	90.11546	91.59	0.51	108186	64	2667547
E02_bin.51	ANI95_cluster_00083	36	B04_bin.18	False	71.92423	80.17	1.72	36613	119	2645374
E04_bin.58	ANI95_cluster_00083	36	B04_bin.18	False	80.17914	81.73	0.48	85294	38	2355277
E07_bin.6	ANI95_cluster_00083	36	B04_bin.18	False	83.69117	82.36	0.0	133427	31	2576633
E08_bin.94	ANI95_cluster_00083	36	B04_bin.18	False	80.01192	87.29	1.71	127712	52	2909708
F02_bin.27	ANI95_cluster_00083	36	B04_bin.18	False	85.94361	91.61	1.44	153681	32	2860810
F05_bin.26	ANI95_cluster_00083	36	B04_bin.18	False	97.66059	98.65	0.48	141369	31	3093204
F07_bin.11	ANI95_cluster_00083	36	B04_bin.18	False	86.75263	88.24	0.48	91723	46	2439303
F08_bin.9	ANI95_cluster_00083	36	B04_bin.18	False	73.97142	95.93	4.81	209402	26	3125991
G04_bin.3	ANI95_cluster_00083	36	B04_bin.18	False	86.52857	98.56	2.64	117267	41	3097550
G05_bin.90	ANI95_cluster_00083	36	B04_bin.18	False	89.86108	92.72	0.91	169448	34	2995958
G06_bin.3	ANI95_cluster_00083	36	B04_bin.18	False	65.73662	85.07	4.09	112042	38	2705067
G07_bin.70	ANI95_cluster_00083	36	B04_bin.18	False	52.4815	86.62	6.88	27790	164	2848264
G08_bin.10	ANI95_cluster_00083	36	B04_bin.18	False	83.77354	97.63	2.88	55214	86	3087922
H01_bin.30	ANI95_cluster_00083	36	B04_bin.18	False	79.18121	80.05	0.48	153441	32	2401525
H03_bin.78	ANI95_cluster_00083	36	B04_bin.18	False	67.63328	98.79	6.49	129738	41	3557371
H04_bin.25	ANI95_cluster_00083	36	B04_bin.18	False	97.93148	98.7	0.48	163468	32	3062531
H06_bin.40	ANI95_cluster_00083	36	B04_bin.18	False	69.23132	86.92	3.59	27902	177	3017351
H07_bin.18	ANI95_cluster_00083	36	B04_bin.18	False	97.09541	97.66	0.48	183861	32	2925628
B04_bin.30	ANI95_cluster_00084	1	B04_bin.30	True	76.63984	95.97	3.91	23984	200	2739099
A02_bin.32	ANI95_cluster_00085	6	B04_bin.33	False	80.82731	90.25	1.9	10771	304	2214494
A03_bin.7	ANI95_cluster_00085	6	B04_bin.33	False	76.1968	80.26	0.81	3810	513	1722083
B04_bin.33	ANI95_cluster_00085	6	B04_bin.33	True	93.92704	96.64	0.67	64284	58	2621762
C06_bin.44	ANI95_cluster_00085	6	B04_bin.33	False	87.31839	95.64	1.68	10869	303	2288165
D01_bin.76	ANI95_cluster_00085	6	B04_bin.33	False	88.97074	97.15	1.68	23714	164	2403669
D04_bin.52	ANI95_cluster_00085	6	B04_bin.33	False	89.58658	96.17	1.34	14098	244	2389402
A04_bin.29	ANI95_cluster_00086	9	B04_bin.53	False	63.80646	80.86	3.47	30386	74	1660713
B04_bin.53	ANI95_cluster_00086	9	B04_bin.53	True	87.4994	95.85	1.7	17180	224	2642615
C03_bin.20	ANI95_cluster_00086	9	B04_bin.53	False	64.46379	82.55	3.69	37299	92	1923186
D06_bin.39	ANI95_cluster_00086	9	B04_bin.53	False	84.86743	94.63	2.01	29983	124	2365054
D07_bin.19	ANI95_cluster_00086	9	B04_bin.53	False	50.15523	85.87	7.16	11443	292	2282946
E07_bin.7	ANI95_cluster_00086	9	B04_bin.53	False	69.58691	86.16	3.32	6781	409	2173590
G02_bin.35	ANI95_cluster_00086	9	B04_bin.53	False	70.43512	86.91	3.36	33502	99	2194008
G06_bin.45	ANI95_cluster_00086	9	B04_bin.53	False	75.51058	90.68	3.04	7408	435	2464557
H04_bin.66	ANI95_cluster_00086	9	B04_bin.53	False	39.3085	85.85	9.31	6330	548	2686677
B04_bin.73	ANI95_cluster_00087	1	B04_bin.73	True	95.13562	92.74	0.12	299642	8	1452784
B05_bin.105	ANI95_cluster_00088	2	B05_bin.105	True	81.08978	90.6	2.02	59428	45	1525864
C04_bin.24	ANI95_cluster_00088	2	B05_bin.105	False	76.69952	89.89	2.73	46522	57	1614916
B05_bin.112	ANI95_cluster_00089	5	B05_bin.112	True	95.52469	100.0	1.01	58099	63	2290237
C04_bin.70	ANI95_cluster_00089	5	B05_bin.112	False	87.39419	91.62	0.9	28469	105	1903998
D08_bin.19	ANI95_cluster_00089	5	B05_bin.112	False	82.46711	86.94	0.9	6381	367	1871365
F07_bin.65	ANI95_cluster_00089	5	B05_bin.112	False	95.34273	99.56	0.9	29313	104	2154745
H07_bin.19	ANI95_cluster_00089	5	B05_bin.112	False	94.08132	98.2	0.9	38882	75	2116243
B05_bin.113	ANI95_cluster_00090	4	B05_bin.113	True	92.14326	97.98	1.21	22746	142	2135233
F04_bin.15	ANI95_cluster_00090	4	B05_bin.113	False	88.30353	97.02	1.76	10813	246	1984934
F07_bin.72	ANI95_cluster_00090	4	B05_bin.113	False	89.635	93.35	0.81	34470	97	2014187
F08_bin.6	ANI95_cluster_00090	4	B05_bin.113	False	80.61658	95.66	3.02	8648	299	2050615
B05_bin.17	ANI95_cluster_00091	1	B05_bin.17	True	94.60798	93.06	0.0	154968	17	2023228
B05_bin.2	ANI95_cluster_00092	2	B05_bin.2	True	70.64234	98.29	5.55	12594	236	1946706
E06_bin.31	ANI95_cluster_00092	2	B05_bin.2	False	69.51377	96.61	5.43	8407	303	1903003
A07_bin.64	ANI95_cluster_00093	3	B05_bin.33	False	83.78642	87.13	0.67	5412	477	2093129
B05_bin.33	ANI95_cluster_00093	3	B05_bin.33	True	95.77451	95.3	0.0	48181	73	2394795
G04_bin.49	ANI95_cluster_00093	3	B05_bin.33	False	55.02952	91.44	7.31	16922	297	2866196
B05_bin.44	ANI95_cluster_00094	1	B05_bin.44	True	62.08624	98.73	7.4	36724	110	2416112
B05_bin.45	ANI95_cluster_00095	1	B05_bin.45	True	39.13533	87.22	9.62	6453	492	2509963
B05_bin.47	ANI95_cluster_00096	5	B05_bin.47	True	65.15545	92.58	5.54	28825	128	2475655
B08_bin.3	ANI95_cluster_00096	5	B05_bin.47	False	57.0657	87.01	6.04	26960	139	2490847
C01_bin.83	ANI95_cluster_00096	5	B05_bin.47	False	58.60907	93.08	6.94	24487	158	2539072
D03_bin.59	ANI95_cluster_00096	5	B05_bin.47	False	58.17051	87.31	5.85	13291	224	2109425
F08_bin.10	ANI95_cluster_00096	5	B05_bin.47	False	55.66115	82.95	5.48	13405	229	2217471
B05_bin.48	ANI95_cluster_00097	1	B05_bin.48	True	70.38424	93.29	4.7	60044	62	2548622
B05_bin.52	ANI95_cluster_00098	1	B05_bin.52	True	70.0903	81.76	2.34	6230	320	1622284
B05_bin.57	ANI95_cluster_00099	1	B05_bin.57	True	69.32671	80.1	2.16	5711	304	1460426
B05_bin.59	ANI95_cluster_00100	1	B05_bin.59	True	93.50034	100.0	1.44	70424	39	1582686
B05_bin.76	ANI95_cluster_00101	2	B05_bin.76	True	90.43119	92.7	0.56	53639	52	1402651
F07_bin.106	ANI95_cluster_00101	2	B05_bin.76	False	77.13329	90.45	2.81	73719	39	1321910
B05_bin.82	ANI95_cluster_00102	1	B05_bin.82	True	70.72343	95.75	5.37	182553	21	2217405
B05_bin.9	ANI95_cluster_00103	1	B05_bin.9	True	90.29139	90.38	0.12	51819	68	2151856
B06_bin.105	ANI95_cluster_00104	1	B06_bin.105	True	91.21148	95.36	0.86	16568	142	1628218
B06_bin.108	ANI95_cluster_00105	2	B06_bin.108	True	90.02641	93.13	0.67	26421	178	2637682
C08_bin.82	ANI95_cluster_00105	2	B06_bin.108	False	84.26888	89.88	1.16	20778	189	2582022
B06_bin.111	ANI95_cluster_00106	1	B06_bin.111	True	91.5998	96.77	1.25	108280	30	1903651
B06_bin.112	ANI95_cluster_00107	1	B06_bin.112	True	98.30547	96.92	0.38	328797	25	3217948
B06_bin.15	ANI95_cluster_00108	1	B06_bin.15	True	71.81716	90.54	3.76	12926	521	4915896
B06_bin.18	ANI95_cluster_00109	2	B06_bin.18	True	85.71433	94.56	1.98	106083	65	3637906
C05_bin.65	ANI95_cluster_00109	2	B06_bin.18	False	81.56804	93.72	2.97	270114	31	3711102
B06_bin.32	ANI95_cluster_00110	1	B06_bin.32	True	94.04239	97.17	0.75	63059	82	3186704
B06_bin.47	ANI95_cluster_00111	1	B06_bin.47	True	77.45659	97.2	4.0	27139	148	2583205
B06_bin.51	ANI95_cluster_00112	1	B06_bin.51	True	91.22702	97.86	1.63	152532	83	4984610
A06_bin.69	ANI95_cluster_00113	5	B06_bin.6	False	81.59125	80.34	0.0	125415	29	1992280
A08_bin.19	ANI95_cluster_00113	5	B06_bin.6	False	81.12694	86.7	1.14	14674	198	2079517
B06_bin.6	ANI95_cluster_00113	5	B06_bin.6	True	85.20882	84.62	0.0	59582	70	2070005
D08_bin.62	ANI95_cluster_00113	5	B06_bin.6	False	82.74241	87.18	1.14	126591	35	2080467
G07_bin.42	ANI95_cluster_00113	5	B06_bin.6	False	75.12282	83.48	1.71	20912	163	2106633
B06_bin.60	ANI95_cluster_00114	3	B06_bin.60	True	89.14902	88.75	0.0	40662	76	1905112
F08_bin.83	ANI95_cluster_00114	3	B06_bin.60	False	73.43727	80.53	1.42	4697	397	1609131
H03_bin.99	ANI95_cluster_00114	3	B06_bin.60	False	79.85956	82.5	0.62	46476	52	1569742
B06_bin.62	ANI95_cluster_00115	1	B06_bin.62	True	69.13551	92.25	4.64	12111	356	2922106
B06_bin.7	ANI95_cluster_00116	5	B06_bin.7	True	84.83382	91.78	1.46	36912	153	3352154
C05_bin.14	ANI95_cluster_00116	5	B06_bin.7	False	77.80444	85.82	1.68	39544	110	2778917
C07_bin.55	ANI95_cluster_00116	5	B06_bin.7	False	69.89998	94.09	4.97	66858	86	3075178
F07_bin.15	ANI95_cluster_00116	5	B06_bin.7	False	67.59413	80.75	2.74	55193	78	2673851
G01_bin.34	ANI95_cluster_00116	5	B06_bin.7	False	65.64678	86.28	4.25	62458	78	2884362
B06_bin.83	ANI95_cluster_00117	1	B06_bin.83	True	75.72585	90.1	3.02	73115	53	2032679
B03_bin.39	ANI95_cluster_00118	3	B06_bin.86	False	96.25564	95.99	0.0	28174	161	2532315
B06_bin.86	ANI95_cluster_00118	3	B06_bin.86	True	98.46721	97.99	0.0	48481	76	2756336
C08_bin.17	ANI95_cluster_00118	3	B06_bin.86	False	98.23569	97.99	0.06	55269	70	2580687
A06_bin.35	ANI95_cluster_00119	2	B06_bin.9	False	78.21201	80.0	0.62	131391	19	1506472
B06_bin.9	ANI95_cluster_00119	2	B06_bin.9	True	95.26087	97.5	0.62	86517	43	1943915
B07_bin.25	ANI95_cluster_00120	1	B07_bin.25	True	74.46037	91.94	3.63	67497	46	1941846
B07_bin.36	ANI95_cluster_00121	1	B07_bin.36	True	96.18348	99.28	0.65	17258	191	2336061
B07_bin.47	ANI95_cluster_00122	1	B07_bin.47	True	83.02938	91.87	1.78	8928	299	1982937
B07_bin.51	ANI95_cluster_00123	1	B07_bin.51	True	56.26102	81.38	5.17	73902	80	3543825
B05_bin.36	ANI95_cluster_00124	4	B07_bin.55	False	95.03462	91.28	0.0	375612	15	1995949
B07_bin.55	ANI95_cluster_00124	4	B07_bin.55	True	101.72976	99.33	0.0	240236	26	2626457
E02_bin.62	ANI95_cluster_00124	4	B07_bin.55	False	97.32635	98.66	0.67	201875	24	2599448
G06_bin.99	ANI95_cluster_00124	4	B07_bin.55	False	97.29511	95.97	0.0	132851	34	2490558
B07_bin.9	ANI95_cluster_00125	1	B07_bin.9	True	84.03792	91.53	1.61	56452	66	2037877
B02_bin.11	ANI95_cluster_00126	8	B08_bin.39	False	53.93742	87.35	6.77	44602	86	1939622
B03_bin.29	ANI95_cluster_00126	8	B08_bin.39	False	78.95503	85.23	1.38	62993	49	1889692
B06_bin.27	ANI95_cluster_00126	8	B08_bin.39	False	49.56179	84.1	7.05	71719	54	1879612
B08_bin.39	ANI95_cluster_00126	8	B08_bin.39	True	82.192	88.59	1.41	65650	45	1937353
C01_bin.60	ANI95_cluster_00126	8	B08_bin.39	False	74.40438	84.02	2.01	44028	59	1938863
D08_bin.10	ANI95_cluster_00126	8	B08_bin.39	False	72.38512	87.08	3.02	41412	90	2092531
E08_bin.57	ANI95_cluster_00126	8	B08_bin.39	False	78.38553	91.82	2.85	82033	48	2244025
G05_bin.89	ANI95_cluster_00126	8	B08_bin.39	False	80.5779	81.88	0.34	40870	108	1936462
B08_bin.47	ANI95_cluster_00127	1	B08_bin.47	True	82.9624	88.82	1.3	65360	112	3755010
A01_bin.34	ANI95_cluster_00128	22	B08_bin.66	False	96.09631	97.58	0.48	92101	47	2679208
A09_bin.47	ANI95_cluster_00128	22	B08_bin.66	False	86.37222	85.02	0.0	135502	28	2506683
B03_bin.45	ANI95_cluster_00128	22	B08_bin.66	False	92.93993	94.23	0.48	111373	38	2592497
B05_bin.104	ANI95_cluster_00128	22	B08_bin.66	False	91.49891	92.55	0.48	135301	41	2594882
B08_bin.66	ANI95_cluster_00128	22	B08_bin.66	True	97.90095	99.04	0.48	126395	30	2768247
C04_bin.87	ANI95_cluster_00128	22	B08_bin.66	False	89.3004	93.17	0.9	63660	62	2442451
C05_bin.68	ANI95_cluster_00128	22	B08_bin.66	False	68.41203	93.75	5.29	111623	42	2803480
C07_bin.16	ANI95_cluster_00128	22	B08_bin.66	False	90.12585	94.23	0.96	70125	54	2606909
C08_bin.40	ANI95_cluster_00128	22	B08_bin.66	False	95.07782	100.0	1.12	68542	76	3012682
D03_bin.12	ANI95_cluster_00128	22	B08_bin.66	False	48.40778	87.74	8.23	182128	35	2728950
D08_bin.2	ANI95_cluster_00128	22	B08_bin.66	False	67.42406	85.15	3.55	6706	430	2204213
E02_bin.7	ANI95_cluster_00128	22	B08_bin.66	False	59.21766	84.48	5.17	59346	58	2643401
E08_bin.76	ANI95_cluster_00128	22	B08_bin.66	False	94.85829	98.56	1.12	190129	30	2693167
F02_bin.82	ANI95_cluster_00128	22	B08_bin.66	False	89.94939	88.7	0.0	125329	39	2392017
F04_bin.51	ANI95_cluster_00128	22	B08_bin.66	False	67.73279	80.5	2.59	20209	193	2587616
F08_bin.47	ANI95_cluster_00128	22	B08_bin.66	False	91.81286	91.83	0.16	78846	56	2655492
G01_bin.52	ANI95_cluster_00128	22	B08_bin.66	False	73.71309	88.58	2.98	7609	430	2555768
G04_bin.17	ANI95_cluster_00128	22	B08_bin.66	False	97.47392	98.8	0.48	107822	43	2485044
G05_bin.38	ANI95_cluster_00128	22	B08_bin.66	False	89.81128	95.67	1.44	134438	31	2571580
G06_bin.88	ANI95_cluster_00128	22	B08_bin.66	False	85.56448	96.63	2.4	93998	55	2759746
H03_bin.37	ANI95_cluster_00128	22	B08_bin.66	False	78.43464	85.1	1.44	54254	79	2436424
H07_bin.34	ANI95_cluster_00128	22	B08_bin.66	False	52.64225	92.31	8.17	118575	35	2619500
A01_bin.87	ANI95_cluster_00129	5	B09_bin.106	False	56.92625	88.95	6.41	8875	625	3904815
B09_bin.106	ANI95_cluster_00129	5	B09_bin.106	True	96.75392	97.31	0.18	36222	183	4061208
C07_bin.18	ANI95_cluster_00129	5	B09_bin.106	False	96.07833	95.16	0.0	92513	68	4265495
E04_bin.52	ANI95_cluster_00129	5	B09_bin.106	False	89.99235	93.82	0.81	24945	271	4298416
H06_bin.79	ANI95_cluster_00129	5	B09_bin.106	False	92.04755	91.4	0.0	65675	92	4287411
B09_bin.25	ANI95_cluster_00130	1	B09_bin.25	True	59.81816	94.52	6.95	8226	341	2131385
B09_bin.49	ANI95_cluster_00131	1	B09_bin.49	True	71.11698	80.6	1.9	6758	506	2678437
